VisitYear,VisitMonth,VisitMode,AttractionTypeId,Country,Region,Continent,Rating
2019,12,Couples,63,United Kingdom,Western Europe,Europe,5
2019,12,Couples,63,Canada,Northern America,America,5
2019,12,Couples,63,United Kingdom,Western Europe,Europe,5
2019,11,Friends,63,Australia,Australia,Australia & Oceania,4
2019,12,Family,63,Canada,Northern America,America,3
2019,12,Couples,63,Netherlands,Western Europe,Europe,4
2019,12,Couples,63,Canada,Northern America,America,5
2019,12,Solo,63,Sweden,Northern Europe,Europe,4
2019,12,Family,63,United States,Northern America,America,4
2019,12,Family,63,Australia,Australia,Australia & Oceania,5
2019,12,Couples,63,United Kingdom,Western Europe,Europe,3
2019,12,Couples,63,United States,Northern America,America,5
2019,12,Solo,63,Canada,Northern America,America,5
2019,12,Family,63,United States,Northern America,America,5
2019,12,Friends,63,United States,Northern America,America,4
2019,12,Family,63,United States,Northern America,America,4
2019,12,Family,63,Australia,Australia,Australia & Oceania,5
2019,12,Friends,63,Canada,Northern America,America,5
2019,12,Couples,63,India,South Asia,Asia,4
2019,2,Family,63,New Zealand,Oceania,Australia & Oceania,5
2019,11,Friends,63,South Africa,Southern Africa,Africa,4
2019,12,Couples,63,Australia,Australia,Australia & Oceania,5
2019,11,Friends,63,Thailand,South East Asia,Asia,5
2019,10,Friends,63,United States,Northern America,America,5
2019,12,Couples,63,United States,Northern America,America,4
2019,9,Couples,63,United States,Northern America,America,5
2019,11,Couples,63,United States,Northern America,America,4
2019,11,Couples,63,Canada,Northern America,America,5
2019,11,Couples,63,United States,Northern America,America,5
2019,8,Couples,63,United States,Northern America,America,5
2019,11,Couples,63,United Kingdom,Western Europe,Europe,4
2019,11,Couples,63,United Kingdom,Western Europe,Europe,4
2019,11,Solo,63,Canada,Northern America,America,4
2019,11,Couples,63,South Africa,Southern Africa,Africa,4
2019,10,Couples,63,Malaysia,South East Asia,Asia,5
2019,11,Friends,63,United States,Northern America,America,3
2019,11,Couples,63,United States,Northern America,America,5
2019,11,Couples,63,Cyprus,Middle East,Asia,5
2019,11,Couples,63,Vietnam,South East Asia,Asia,5
2019,11,Family,63,United Arab Emirates,Middle East,Asia,5
2019,11,Couples,63,South Africa,Southern Africa,Africa,5
2019,11,Friends,63,United States,Northern America,America,5
2019,11,Couples,63,Canada,Northern America,America,5
2019,11,Solo,63,Canada,Northern America,America,4
2019,11,Friends,63,United States,Northern America,America,5
2019,11,Family,63,Australia,Australia,Australia & Oceania,5
2019,11,Friends,63,Australia,Australia,Australia & Oceania,5
2019,10,Friends,63,United Arab Emirates,Middle East,Asia,5
2019,11,Couples,63,Spain,Southern Europe,Europe,4
2019,11,Couples,63,Canada,Northern America,America,5
2019,11,Couples,63,United States,Northern America,America,5
2019,11,Couples,63,United Kingdom,Western Europe,Europe,5
2019,11,Family,63,Australia,Australia,Australia & Oceania,4
2019,8,Family,63,India,South Asia,Asia,4
2019,11,Friends,63,Australia,Australia,Australia & Oceania,5
2019,11,Family,63,United Kingdom,Western Europe,Europe,5
2019,11,Friends,63,United States,Northern America,America,5
2019,11,Couples,63,Thailand,South East Asia,Asia,5
2019,11,Friends,63,Mexico,Northern America,America,5
2019,11,Couples,63,Germany,Central Europe,Europe,4
2019,11,Friends,63,Greece,Southern Europe,Europe,4
2019,11,Friends,63,United Arab Emirates,Middle East,Asia,3
2019,11,Friends,63,Canada,Northern America,America,5
2019,11,Couples,63,Canada,Northern America,America,4
2019,11,Couples,63,Canada,Northern America,America,5
2019,11,Couples,63,United States,Northern America,America,4
2019,11,Friends,63,United States,Northern America,America,4
2019,10,Family,63,Indonesia,South East Asia,Asia,1
2019,11,Couples,63,United States,Northern America,America,4
2019,11,Couples,63,United States,Northern America,America,5
2019,11,Friends,63,Canada,Northern America,America,5
2019,11,Couples,63,Australia,Australia,Australia & Oceania,5
2019,11,Friends,63,Russia,Eastern Europe,Europe,5
2019,11,Family,63,United States,Northern America,America,3
2019,11,Friends,63,United States,Northern America,America,4
2019,11,Couples,63,Australia,Australia,Australia & Oceania,5
2019,11,Friends,63,Turkey,Middle East,Asia,5
2019,10,Couples,63,Canada,Northern America,America,5
2019,11,Couples,63,Portugal,Southern Europe,Europe,4
2019,11,Couples,63,Cyprus,Middle East,Asia,5
2019,10,Solo,63,Indonesia,South East Asia,Asia,4
2019,11,Friends,63,Canada,Northern America,America,5
2019,11,Couples,63,Poland,Central Europe,Europe,4
2019,11,Friends,63,Australia,Australia,Australia & Oceania,5
2019,11,Couples,63,Singapore,South East Asia,Asia,3
2019,11,Couples,63,Denmark,Northern Europe,Europe,4
2019,11,Couples,63,United Kingdom,Western Europe,Europe,5
2019,11,Couples,63,United States,Northern America,America,4
2019,11,Couples,63,Netherlands,Western Europe,Europe,4
2019,11,Couples,63,Canada,Northern America,America,5
2019,11,Solo,63,United States,Northern America,America,4
2019,10,Solo,63,United States,Northern America,America,5
2019,2,Family,63,Indonesia,South East Asia,Asia,5
2019,11,Couples,63,United States,Northern America,America,5
2019,11,Couples,63,Canada,Northern America,America,5
2019,10,Couples,63,United States,Northern America,America,5
2019,11,Couples,63,Georgia,Eastern Europe,Europe,5
2019,11,Couples,63,Denmark,Northern Europe,Europe,5
2019,11,Couples,63,Australia,Australia,Australia & Oceania,5
2019,10,Friends,63,Canada,Northern America,America,5
2019,10,Couples,63,United States,Northern America,America,5
2019,10,Friends,63,United States,Northern America,America,5
2019,10,Couples,63,Ireland,Western Europe,Europe,4
2019,10,Friends,63,United States,Northern America,America,4
2019,10,Couples,63,United Kingdom,Western Europe,Europe,3
2019,10,Family,63,France,Western Europe,Europe,5
2019,10,Couples,63,Ireland,Western Europe,Europe,4
2019,10,Couples,63,South Africa,Southern Africa,Africa,5
2019,10,Couples,63,Australia,Australia,Australia & Oceania,5
2019,10,Couples,63,United States,Northern America,America,5
2019,10,Couples,63,United States,Northern America,America,4
2019,10,Couples,63,United Kingdom,Western Europe,Europe,2
2019,10,Friends,63,Netherlands,Western Europe,Europe,3
2019,10,Couples,63,United Kingdom,Western Europe,Europe,5
2019,9,Couples,63,India,South Asia,Asia,4
2019,9,Friends,63,Republic of North Macedonia,Southern Europe,Europe,5
2019,10,Family,63,United Kingdom,Western Europe,Europe,5
2019,10,Couples,63,Netherlands,Western Europe,Europe,2
2019,10,Friends,63,South Africa,Southern Africa,Africa,5
2019,10,Couples,63,Canada,Northern America,America,5
2019,10,Couples,63,United Arab Emirates,Middle East,Asia,5
2019,10,Couples,63,Romania,Central Europe,Europe,5
2019,10,Friends,63,Vietnam,South East Asia,Asia,3
2019,10,Couples,63,United Kingdom,Western Europe,Europe,5
2019,10,Friends,63,Canada,Northern America,America,4
2019,10,Couples,63,United States,Northern America,America,4
2019,10,Family,63,Switzerland,Central Europe,Europe,3
2019,10,Family,63,United Arab Emirates,Middle East,Asia,4
2019,10,Couples,63,United Arab Emirates,Middle East,Asia,4
2019,10,Couples,63,Canada,Northern America,America,4
2019,10,Couples,63,Australia,Australia,Australia & Oceania,5
2019,9,Family,63,Singapore,South East Asia,Asia,2
2019,10,Couples,63,United States,Northern America,America,4
2019,10,Couples,63,United Kingdom,Western Europe,Europe,4
2019,10,Solo,63,Germany,Central Europe,Europe,5
2019,10,Solo,63,Australia,Australia,Australia & Oceania,4
2019,10,Family,63,Qatar,Middle East,Asia,4
2019,10,Couples,63,United Kingdom,Western Europe,Europe,5
2019,10,Family,63,Costa Rica,Central America,America,4
2019,10,Friends,63,United States,Northern America,America,5
2019,10,Couples,63,Canada,Northern America,America,5
2019,10,Couples,63,Canada,Northern America,America,5
2019,10,Solo,63,Philippines,South East Asia,Asia,4
2019,10,Couples,63,United States,Northern America,America,5
2019,10,Friends,63,Pakistan,South Asia,Asia,5
2019,10,Friends,63,Finland,Northern Europe,Europe,5
2019,10,Family,63,United States,Northern America,America,4
2019,10,Couples,63,United Kingdom,Western Europe,Europe,4
2019,10,Solo,63,Indonesia,South East Asia,Asia,5
2019,10,Couples,63,India,South Asia,Asia,5
2019,10,Family,63,Canada,Northern America,America,4
2019,10,Couples,63,United Kingdom,Western Europe,Europe,5
2019,10,Couples,63,United Kingdom,Western Europe,Europe,5
2019,10,Friends,63,United Kingdom,Western Europe,Europe,4
2019,10,Family,63,Australia,Australia,Australia & Oceania,4
2019,10,Couples,63,United Kingdom,Western Europe,Europe,5
2019,10,Couples,63,South Africa,Southern Africa,Africa,5
2019,10,Friends,63,Singapore,South East Asia,Asia,5
2019,10,Couples,63,Australia,Australia,Australia & Oceania,1
2019,10,Couples,63,Australia,Australia,Australia & Oceania,3
2019,10,Couples,63,United Kingdom,Western Europe,Europe,5
2019,10,Family,63,India,South Asia,Asia,5
2019,10,Family,63,Canada,Northern America,America,5
2019,10,Solo,63,Australia,Australia,Australia & Oceania,3
2019,10,Friends,63,United States,Northern America,America,5
2019,10,Couples,63,Australia,Australia,Australia & Oceania,1
2019,10,Couples,63,Netherlands,Western Europe,Europe,3
2019,10,Family,63,Qatar,Middle East,Asia,5
2019,10,Friends,63,United States,Northern America,America,5
2019,10,Friends,63,United States,Northern America,America,4
2019,10,Friends,63,Australia,Australia,Australia & Oceania,5
2019,10,Family,63,Canada,Northern America,America,5
2019,8,Friends,63,India,South Asia,Asia,4
2019,9,Couples,63,Australia,Australia,Australia & Oceania,4
2019,10,Couples,63,India,South Asia,Asia,3
2019,9,Couples,63,Canada,Northern America,America,4
2019,10,Couples,63,Canada,Northern America,America,5
2019,10,Friends,63,India,South Asia,Asia,4
2019,10,Couples,63,Mexico,Northern America,America,5
2019,10,Couples,63,Philippines,South East Asia,Asia,5
2019,9,Family,63,Canada,Northern America,America,4
2019,10,Couples,63,Canada,Northern America,America,3
2019,10,Couples,63,United Kingdom,Western Europe,Europe,5
2019,10,Solo,63,United States,Northern America,America,5
2019,10,Solo,63,United Kingdom,Western Europe,Europe,5
2019,10,Solo,63,United States,Northern America,America,3
2019,10,Friends,63,Canada,Northern America,America,4
2019,9,Couples,63,United Kingdom,Western Europe,Europe,4
2019,10,Couples,63,Lithuania,Central Europe,Europe,5
2019,8,Couples,63,United States,Northern America,America,3
2019,10,Couples,63,Philippines,South East Asia,Asia,3
2019,10,Couples,63,Italy,Southern Europe,Europe,4
2019,9,Couples,63,United Kingdom,Western Europe,Europe,4
2019,10,Couples,63,Canada,Northern America,America,5
2019,10,Couples,63,Seychelles,East Africa,Africa,4
2019,10,Couples,63,Belgium,Western Europe,Europe,5
2019,9,Couples,63,Indonesia,South East Asia,Asia,5
2018,11,Friends,63,Australia,Australia,Australia & Oceania,4
2019,10,Couples,63,China,East Asia,Asia,5
2019,9,Couples,63,United States,Northern America,America,5
2019,10,Solo,63,Canada,Northern America,America,5
2019,9,Family,63,United States,Northern America,America,5
2019,10,Solo,63,Georgia,Eastern Europe,Europe,5
2019,10,Couples,63,China,East Asia,Asia,5
2019,9,Couples,63,Germany,Central Europe,Europe,5
2019,9,Couples,63,Germany,Central Europe,Europe,5
2019,9,Solo,63,United States,Northern America,America,5
2019,9,Couples,63,Sri Lanka,South Asia,Asia,3
2019,9,Couples,63,United States,Northern America,America,3
2019,9,Couples,63,Italy,Southern Europe,Europe,5
2019,9,Friends,63,Indonesia,South East Asia,Asia,5
2019,9,Family,63,United Kingdom,Western Europe,Europe,3
2019,9,Couples,63,United Kingdom,Western Europe,Europe,5
2019,9,Couples,63,United Kingdom,Western Europe,Europe,5
2019,9,Family,63,United States,Northern America,America,4
2019,9,Couples,63,United Kingdom,Western Europe,Europe,5
2019,9,Family,63,Australia,Australia,Australia & Oceania,4
2019,9,Couples,63,Netherlands,Western Europe,Europe,4
2019,9,Couples,63,United States,Northern America,America,5
2019,9,Solo,63,Portugal,Southern Europe,Europe,5
2019,9,Friends,63,Georgia,Eastern Europe,Europe,5
2019,9,Couples,63,United Kingdom,Western Europe,Europe,5
2019,9,Family,63,Poland,Central Europe,Europe,5
2019,9,Solo,63,New Zealand,Oceania,Australia & Oceania,3
2019,9,Couples,63,United Arab Emirates,Middle East,Asia,5
2019,9,Couples,63,United States,Northern America,America,5
2019,9,Couples,63,Indonesia,South East Asia,Asia,5
2019,9,Friends,63,United States,Northern America,America,5
2019,9,Couples,63,United States,Northern America,America,4
2019,9,Couples,63,United Kingdom,Western Europe,Europe,4
2019,9,Couples,63,Australia,Australia,Australia & Oceania,3
2019,9,Couples,63,Hungary,Central Europe,Europe,4
2019,9,Family,63,Australia,Australia,Australia & Oceania,4
2019,9,Couples,63,Spain,Southern Europe,Europe,5
2019,4,Couples,63,Japan,East Asia,Asia,5
2019,9,Couples,63,United States,Northern America,America,4
2019,9,Couples,63,Turkey,Middle East,Asia,5
2019,9,Couples,63,Italy,Southern Europe,Europe,5
2019,9,Couples,63,United States,Northern America,America,5
2019,9,Couples,63,Singapore,South East Asia,Asia,5
2019,9,Family,63,United States,Northern America,America,5
2019,9,Couples,63,Australia,Australia,Australia & Oceania,5
2019,9,Couples,63,United States,Northern America,America,5
2019,9,Couples,63,India,South Asia,Asia,5
2019,9,Couples,63,Australia,Australia,Australia & Oceania,5
